,Unnamed: 0,RecipeName,Ingredients,Course,Instructions
69,69,Patatesli Sigara Böreği,"['Yufka dough or phyllo dough', '5 large potatoes', '1 onion', '2 Tbsp neutral oil', '½ tsp black pepper', '1 tsp ""pul biber""/aleppo pepper', '1 Tbsp fresh dill chopped', '1 Tbsp fresh parsley chopped', 'salt to taste']",Snack,"['Start with making the filling, peel and boil the potatoes, mash the them. Peel and finely chop the onion.', 'Fry the finely chopped onion lightly in some neutral cooking oil. Add the black pepper and aleppo pepper/pul biber and lightly fry this mixture all together.', 'Then add the mashed potatoes and fry for 5 minutes on low-medium heat. Finally add the herbs and salt. Let the spiced potato mash cool down.', ""Now it's time to roll them. (It's optional to gather everyone around for this activity but it is preferred) The yufka/phyllo should be cut into a triangular shape if they aren't already, with the base as the shortest side so you have a very, very pointy triangle."", 'Put a little mash on one sheet of yufka/philo on the base side, in the shape of a sausage or pen so you will be able to roll it up in to a cigarette. Leave some space on each side, so don\'t put mash on the whole base.  You will leave this space to fold into the mash so it will cover up the the ends of the ""ciagrette"", this will prevent the mash to sip out when frying.', 'When folded on each side roll it up and seal the cigarette by dabbing some water on the tip of the triangle.', 'Deep fry in a neutral frying oil until golden, it can burn easily so watch out. When fried let the sigara böreks cool down on a kitchen towel.', 'Serve plain or with some garlic yogurt on the side.']"
70,70,Banana Grilled Cheese,"['white bread slices', '1 banana', 'smoked paprika', 'emmentaler cheese', 'butter']","Breakfast, Dessert, Snack","['Slice banana and grate cheese.', 'Butter the inside of one slice of bread. Layer banana slices on top.', 'Put a layer of cheese on top of banana and sprinkle paprika on top.', 'Melt butter in a pan. Grill sandwich until brown on each side and cheese has melted.', 'Serve warm!']"
71,71,Cachorro Com Ovo,"['2 Tbsp  Worcestershire sauce', '½ yellow onion chopped', '2 Tbsp any color bell pepper chopped', '4 cloves garlic minced', '1 Tbsp biquinho chili pepper (or other mild chili pepper) minced', '¾ lb lean ground beef', '1 Tbsp olive oil', '2 beef bouillon cubes crumbled', '1 tsp paprika', '1 tsp ground cumin', '½ tsp ground black pepper', '8 cups water', '1 cup fine ground cassava flour', '½ lime juiced', '1 handful chopped cilantro or parsley', 'bread roll or french bread for serving', 'fried egg for serving', 'shredded lettuce for serving', 'tomato slice for serving', 'onion slices for serving']",Breakfast,"['Mix the Worcestershire sauce, onion, bell pepper, garlic and biquinho pepper with the ground beef in a bowl and set aside.', 'In a stockpot, heat olive oil over high heat, and sauté the ground beef. Reduce the heat to medium-low and allow to cook for about 5 minutes or until the beef has browned but is still moist.', 'Add bouillon cubes, ground cumin, black pepper and urucum (or paprika) to the pot and stir, cooking for another 5 minutes or so, until most of the liquid from the beef and vegetables has evaporated. Add the tomato paste and stir to combine.', 'Add 6 cups (1 ½ liters) of water and stir, removing any bits that may have stuck to the bottom of the pan with a spoon.', '• In a bowl, mix the cassava flour with the remaining 2 cups (500 ml) of water, and with a spoon, slowly add the flour and water mix to the pot, stirring with each spoonful, so it does not clump. Keep stirring for another 5 minutes or until the flour has fully cooked. If you do get clumps, press them against the edge of the pot to disintegrate them. It’s okay if you’re left with some smaller balls of flour at the end, focus on breaking up the bigger ones.', 'Turn off the heat and add the lime juice and chopped cilantro. Taste and adjust seasoning and salt.']"
72,72,Somali Mango Milkshake,"['¾ cup mango pulp', '1 cup milk', '2  scoops butterscotch or vanilla ice cream', 'pinch salt', 'strawberry jam optional', 'cardamom powder optional']","Dessert, Drink","['In a blender combine all ingredients along with a few ice cubes and blend well.', 'To serve, if desired, first put a layer of strawberry jam in the bottom of your glass. Pour the shake on top.', 'Sprinkle a bit of powdered cardamom on top if desired. Enjoy!']"
73,73,Empanada de Verde,"['4 green plantains', '1 egg optional can use some of the cooking water from the plantains instead of the egg', '2 Tbsp butter room temperature', '1 tsp salt']","Lunch, Snack","['Wash and peel the green plantains, be careful as green plantains tend to stain clothes and cutting boards. It works best to do this under running cold water.', 'Cut three of the plantains in half. Keep the remaining peeled plantain in a bowl of cold water.', 'Bring water to boil in a large saucepan and add the 3 plantains. Cook until tender, about 30 minutes. Exact time will vary based on the greenness of the plantains.', 'Remove from heat and let the cooked plantains sit in the water they cooked in until they are cool enough to handle (but still warm), if you remove them from the warm water they will get too hard.', 'In the meantime, grate the remaining raw plantain using a very fine grater.', 'Place the cooked plantains in a food processor and pulse until you have a thick coarse mix. Add the egg and butter or oil, and pulse until the ingredients are well mixed and the dough is a little smoother.', 'Remove the plantain mix and place it into a large bowl. Rub your hands with a bit of butter or oil, and mix in the finely grated raw plantain and ½ to 1 teaspoon of salt (adjust based on how large the plantains are and your level of tolerance for salt). Use your hands to work the dough until you have a smooth mix. If the dough is very dry or too sticky, you can add a bit of the cooking water from the plantains – you will likely need to this if you didn’t use an egg.', 'Form the dough into a ball and let rest in a bowl at room temperature for about 15-30 minutes. You can also save it to use later and store in the refrigerator for 24 hours, but when you remove it from the refrigerator, let it rest for at least 30 minutes at room temperature.']"
74,74,Gujhia,"['1 cup whole wheat flour', '1 cup whole wheat flour', '¼ tsp salt', '⅓-½ cup water or add as needed', '2 Tbsp ghee']",Dessert,"['Place the all purpose flour, whole wheat flour and salt in a bowl. Heat ghee in a small pan or bowl until it melts and becomes warm. Pour the ghee on the flours.', 'First mix the ghee with a spoon. Then rub and mix the ghee with the flours, with your fingertips to form a bread crumb like texture. Add water in parts and begin to knead. The amount of water needed will depend on the quality and texture of the flour.', 'Knead the dough till firm and tight. Cover the dough with a moist cloth and set aside for 30 minutes.']"
75,75,Banh Bot Loc,"['400 g tapioca starch', '1 cup boiling hot water']",Dinner,"['Season the shrimp with salt and pepper. Season the pork with salt, pepper, and paprika powder.', 'In a pan, heat the oil over medium-high heat, sauté minced garlic/shallot till fragrant. Then add the pork and stir well for 1 minute. Add sugar, and keep stirring for 3 more minutes. Add the shrimps and season with fish sauce. Stir well and simmer on medium-low heat for 10-15 minutes until the pork and shrimps are nicely caramelized. Set aside to cool completely.']"
76,76,Mayak Gyeran,"['12 eggs', '2 tsp salt', '2 Tbsp white vinegar', '6 cloves garlic minced', '2 Korean green peppers chopped', '1 red chili chopped, optional', '1 Tbsp sesame seeds', '3 green onions chopped, optional', '1 cup soy sauce', '½ cup Korean rice syrup or honey', '1 Tbsp sesame oil optional', '½ cup water']","Breakfast, Dinner, Lunch","['In a pot, add in water (enough to cover all the eggs) and add salt and vinegar. Turn the heat up to medium-high and bring the water to a simmer. Once the water is boiling, carefully add in the eggs and let the eggs cook for 6 minutes.', 'After 6 minutes, remove the eggs and let them rest in a bowl of ice water for at least 10 minutes.', 'Peel the eggs carefully and set them aside.', 'In a container, add garlic, green pepper, red chili, green onion, soy sauce, rice syrup, sesame oil, and water. Mix till everything is combined.', 'Add in the peeled eggs and make sure the eggs are covered in the marinade.', 'Let the eggs rest in the fridge for at least 2 hours or, even better, overnight.', 'Serve with a bowl of hot rice and enjoy!']"
77,77,Mangoneada,"['1 large mango roughly chopped', '½ cup cold water or mango nectar', '8 large ice cubes or more, if desired', '1 Tbsp freshly squeezed lime juice', '3 Tbsp chamoy sauce or to taste', ""2 Tbsp tajin or as much as you'd like"", 'extra chopped mango optional', 'tamarind stick optional']",Drink,"['Place the chamoy sauce and Tajin in a small dishes, rim the glass into the chamoy sauce then into the Tajin powder. Next pour some chamoy sauce near the top and swirl it around to coat around the glass and down to the bottom. If you want you can add a little bit of the extra chopped mango to the bottom of the glass.', 'Place the mango pieces in the blender along with the ice cubes, nectar or water, and lime juice. Blend until the ice and mango are completely broken down and you have a slushy consistency.', ""Pour the slushy into the prepared glass. If you'd like you can alternate layers of mango slushy, then chamoy, then mango slushy repeating until you reach the top."", 'Serve with a reusable straw or a tamarind stick and enjoy!']"
78,78,Schmorgurken,"['350 g Potatoes Boiled and Peeled', '1 kg Cucumbers', '40 g Butter', '20 g Flour', '125 ml Vegetable Broth', '125 ml Cream', '3 tbsp German Mustard', 'Dill']",Dinner,"['Boil your potatoes and then peel and cut them into bite sized pieces', 'Peel your cucumbers and scoop out the seeds, cut into half moons', 'Sauté the cucumber slices in the butter.', 'Dust the flour over it, stir in, sweat slightly.', 'Pour in the broth, bring to the boil and then cook covered until they are soft but not mushy, try 6 minutes and keep checking every so often.', 'Add the cream and diced potatoes', 'Season with mustard, salt and pepper', 'Serve warm with dill for garnish']"
79,79,Pav bhaji,"['2 cups cauliflower chopped', '1 tomato chopped', '1 large carrot peeled and chopped', '1 red onion chopped', '1 bell pepper chopped', '1 large potato chopped into cubes', '2 Tbsp ghee', '2  Tbsp pav phaji masala', 'pav buns  for serving']",Breakfast,"['Turn instant pot to sauté mode. Add ghee and heat.', 'Add onions and sauté until softened slightly.', 'Add bell peppers and tomatoes, stir to combine. Add masala mix and stir until fragrant.', 'Add remaining vegetables, stir to combine.', 'Turn off sauté mode and switch to pressure cook for 12 minutes. Natural release before opening.', 'Using a handheld masher, mash vegetables till it forms a cohesive mixture. Adjust seasoning to taste.', 'Serve warm with pav buns on the side!']"
80,80,Murgh Makhani Wings,['neutral oil for frying'],Dinner,"['In a large mixing bowl, add the dahi, lemon juice, ginger-garlic paste, green chilis, garam masala, turmeric, cumin, chili powder, and salt. Whisk it together until smooth.', 'Pat the chicken wings dry with a paper towel. Add the chicken wings into the bowl and massage the marinade into the wings until fully coated.', 'Cover the wings and refrigerate for a minimum of 30 minutes.', 'In the meantime, whisk together the rice flour, corn starch, baking powder, garlic powder, and onion powder for the seasoned flour mixture. This is also a great point to make the makhani sauce.']"
81,81,Guandules Con Coco,"['1 can pigeon peas', '1 small onion finely chopped', '1 cubanelle pepper finely chopped', '2 cloves garlic crushed', '2 cups West Indian pumpkin (kabocha squash) chopped into large pieces', '½ can coconut milk', '¼ bunch cilantro plus more for garnish', '2 sprigs fresh thyme', '1 bouillon or vegetable stock cube']","Dinner, Lunch","['Make a sofrito by frying the onion in oil until they begin to caramelize. At this point, add the peppers and, when they’re soft, add the garlic and fry a little bit longer.', 'Once the sofrito is ready, add the pumpkin and fry some more. Add the thyme sprigs and cilantro.', 'Add enough water to cover the pumpkin. Stir in the seasoning cube and cook until it is tender.', 'Let cool slightly. Then transfer to blender, you do not need to add all the liquid. Blend until smooth and creamy.', 'Pour back into pot and add the coconut milk and the pigeon peas. Move constantly until it is creamy and thick and everything is heated through. Add salt to taste as needed.', 'Enjoy alone or with rice!']"
82,82,Telur Dadar Mayonis,"['2 eggs', '1 heaping Tbsp mayo', '3 small shallots sliced thinly', '2 small red chilies sliced thinly, more or less depending on your preference', 'green onions chopped, as much as you like', 'neutral oil']",Breakfast,"['Chop your veg into bite sized pieces', 'Combine everything, including the mayo to a bowl and beat until really foamy.', 'It should look like this.', 'Heat up a generous pour of oil and add eggs when its hot. Flip when the bottom is cooked.', 'Serve right away with rice and a little mayo on top!']"
83,83,Mamidikaya Pappu Mangos,"['1 cup toor dal', '1 cup raw, unripe green mango cubed with skin on', '2 ½ cups water (½ cup more to adjust later)', '½ - ¾ tsp salt adjust to taste', '2-4 green chilis divided, adjust to taste']",Dinner,"['Start the instant pot in saute mode and heat ghee/oil in it.', 'Add tempering ingredients and sauté for 2 minutes.', 'Add the lentils, unripe mango, green chilis and water. \xa0Stir well. Press Cancel and close the instant pot lid with vent in sealing position.', 'Press Manual or Pressure Cook mode for 3 minutes. When the instant pot beeps, do a quick pressure release.', 'Open the lid and add remaining mango pieces. Simmer for 2 minutes until the dal starts boiling.', 'Garnish with cilantro and serve!']"
84,84,Kělè Jīchì,"['1 lb chicken wings', '3 Tbsp soy sauce', '1 Tbsp white or brown sugar', '1 small knob fresh ginger cut into slices', '1 stalk green onion sliced ¼ in. thick, separating greens and whites', '5 cloves garlic minced', '600 ml regular coca cola', 'chili paste/crisp optional', 'oil', 'cooked rice for serving']",Dinner,"['Rinse the chicken in a bowl 2-3 times, then remove the water and add soy sauce. Mix sauce and let marinate for 15-30 mins.', 'Heat 1 tbsp oil in a skillet or wok on medium-high heat, then add ginger slices and saute for 2-3 mins, stirring occasionally. Add green onion whites and minced garlic, and cook for another 30 seconds.', 'Remove all of the aromatics, add another 1 tbsp oil and sautee chicken until lightly browned on both sides, about 4 mins. When removing chicken from marinating bowl, leave the soy sauce in the bowl for later, or the chicken will be too wet to brown properly.', 'Add back aromatics, as well as all of the coca cola, sugar, chili (if using) and soy sauce leftover from marination. Bring to a boil, reduce to medium heat, and wait till it reduces, about 20-30 mins depending on pan surface area. Stir occasionally. Skim off any darker impurities that rise to the surface during this process (white foam doesn’t need to be removed).', 'When there is not much liquid left (approx. half a cup or 125 ml) left, stir the pan constantly, until the liquid is thick enough to coat the wings. Remove from heat, mix in scallions, and serve.']"
85,85,Paneer Biryani,"['3 Tbsp thick, whole milk yogurt', '1 tsp ginger-garlic paste', '1 tsp coriander powder', '½ tsp biryani masala or garam masala', '½ tsp paprika', '¼ tsp red chili powder', '¼ tsp salt', '1 Tbsp cilantro chopped, plus more for garnish', '1½ cups paneer cut into cubes']",Dinner,"['To a large bowl add yogurt and whisk it until smooth. Then add ginger-garlic paste, coriander powder, biryani masala, paprika, red chili powder, salt, chopped cilantro. Mix it well.', 'Then add the paneer cubes. Mix until all paneer cubes are coated with the marinade. Cover and chill the bowl in the refrigerator for 30 minutes.', 'Meanwhile rinse the rice until water turns clear and then soak it in 2 cups (16 oz) water for 30 minutes. Drain the water after 30 minutes using a colander and set the rice aside.', 'Add pinch of saffron strands to 1 tablespoon of warm milk and set aside.', 'Start with the process of making the biryani after the paneer has been marinated for 30 minutes and rice has been soaked for 30 minutes. You can start sautéing the onions before the 30 minute mark.', 'Press the sauté button on the Instant Pot. Once hot, add 1 tablespoon ghee. Add sliced onion to it. Sauté for 7 to 8 minutes, stirring often until onions are browned. Once the onions are browned, remove them from the pot.', 'Then add the remaining tablespoon of ghee in the pot. Add the whole spices (bay leaf, cloves, green cardamom, peppercorns & shahi jeera) and let them sizzle.', 'Then add the chopped ginger, garlic and cashews. Cook for 1 to 2 minutes until garlic, ginger and cashews start changing color.', ""Stir in the marinated paneer and toss. Add 1/4 cup (2 oz)  water and deglaze the pot by scraping the bottom of the pot with a spatula. Make sure there's nothing stuck at the bottom of the pot."", 'Then add  remaining 1 cup (8 oz) water and rice. Add the biryani masala, salt, 1/2 of the fried onion and the prepared saffron milk on top.', 'Close the pot with the lid. Press the manual or pressure cook button. Cook on high pressure for 6 minutes with the pressure valve in the sealing position. Let the pressure release naturally for 5 minutes and then do a quick pressure release.', 'Open the lid and fluff the rice with a fork. Place paneer biryani on a serving plate, top with cilantro and remaining half of the fried onion.']"
86,86,Zuppa alla Valpellinentze,"['12 slices bread such as rye or thinly sliced sourdough', '30 g butter', '250 g fontina cheese', '1 l beef broth', '1 savoy cabbage', '1 pinch cinnamon']",Dinner,"['Boil the cabbage with broth for 5-10 minutes, you want it to become soft but not mushy.', 'Take a casserole dish and you do a first layer of bread, then a layer of cabbage, then some cinnamon, then of cheese and you repeat for at least 2 times (nonna does for 2-3 or sometimes 4).', 'Be sure to end with cheese.', ""Then you take the broth from earlier and you pour it all over this. With a fork, try to spread it really well so that everything is wet by the broth. Doesn't have to be submerged, just softened and wet with the broth!"", 'Bake at 375℉ for about 40 minutes and cheese is bubbling and melty on top.']"
87,87,Nasi Kicap Telur,"['cooked rice', '1-2 eggs', 'sweet soy sauce', 'sambal', 'green onions chopped']","Dinner, Lunch","['Either cook your rice fresh or warm leftover rice.', 'Fry eggs to your liking.', 'Place eggs on top of rice. Drizzle on soy sauce, a little of this goes a long way!', 'Garnish with a dollop of sambal and green onions. Enjoy!']"
88,88,Paletas de Aguacate,"['1 ripe avocado', '½ cup condensed milk more or less as desired', '½ cup whipping cream more or less as desired']","Dessert, Snack","['Blend all ingredients until a smooth, pourable consistency forms.', 'Freeze in molds overnight.', 'Enjoy cold!']"
89,89,Scapece,"['1 lb baby zucchinis', '5 Tbsp olive oil', '4 Tbsp white wine vinegar', '2 cloves garlic chopped', 'fresh mint chopped', 'salt to taste', 'oil for frying']","Lunch, Snack","['Mix all ingredients other than zucchini in a bowl and set aside.', 'Slice zucchini no thinner than ½ - 1 cm (or ½ an inch) thick.', 'Heat oil in a wide pan. Fry zucchini slices until golden. Remove from oil and set aside.', 'In the bottom of a large bowl, place some of the mint and vinegar marinade. Then add a layer of fried zucchini while still hot. Continue in layers until you run out of ingredients.', 'Leave to rest for at least an hour at room temp before eating!']"
90,90,Changua,"['4 cups milk', '2 cups water', '4 eggs', '½ cup fresh cilantro chopped', '3 scallions chopped', 'stale bread torn into chunks']",Breakfast,"['Place the milk and water in a medium pot and bring to a boil. Add the scallion, salt and pepper and cook for 3 minutes.', 'Add the torn bread chunks and return to a simmer.', 'Reduce the heat to medium and add the eggs without breaking them.', 'Let the eggs cook for 2-3 minutes and add the cilantro. Serve warm right away!']"
91,91,Canh Chua,"['1 ½ lb  pork', '1 yellow onion', '1 tsp  salt']",Dinner,"['Add pork to a large soup pot. Cover with water until it just covers the pork. Bring to a boil and simmer for 10 minutes. Take out the pork and then throw away the water. This process cleans the pork. Rinse the pot and add the pork back. Cover the pork with fresh water until it just covers the meat. Bring to a boil.', 'Add the onion and simmer for 1.5 hours. Make sure to check every 30 minutes for impurities. Scoop away any you see.']"
92,92,Subak Naengmyeon,"['1 small, seedless watermelon', '½ package (12 oz.) naengmyeon noodles reserve broth base', '1 Persian cucumber cut into ribbons', '1 hard-boiled egg cut in half', 'sesame seeds', 'Korean pickled radish']","Dinner, Lunch","['Make broth by mixing 1 1/2 cups of water and naengmyeon broth soup base. Reserve 3 tablespoons for sauce; freeze the remainder until you have a slush-like consistency.', 'Cut watermelon in half and cut each end so the halves can sit up straight.', 'Remove some of the watermelon flesh to make room for the noodles.', 'Cook noodles according to package directions. Rinse under cold, running water. Drain completely.', 'Combine all sauce ingredients together in a bowl. Add noodles and mix together by hand.', 'Place noodles in the middle of the watermelon halves, and garnish with pickled radish, cucumber ribbons, hard-boiled egg and sesame seeds.', 'Place slush-like frozen naengmyeon broth around noodles, and add extra sauce if desired. Enjoy!']"
93,93,Quatro Queijos Baked Potato,"['4 medium potatoes', '150 g low-moisture mozzarella shredded', '150 g provolone', '150  g \xa0requeijão or catupiry', '50 g gorgonzola', '50 g heavy cream', 'salt to taste', 'olive oil or butter']","Dinner, Lunch","['Wash the potatoes, poke small holes on the skin with a knife or fork, and microwave them for about 8 to 10 minutes or until they are soft.', 'Remove a piece from the potato to make the hole where the filling will be, take off a little of the center with a spoon, but be careful not to break the skin.', 'Add a pinch of salt inside and cover the potato skin with olive oil or butter. Take the potatoes to bake in a preheated oven or in the airfryer at 200°C until they are golden and slightly crispy on the outside.', 'For the filling, add the gorgonzola cheese in a bowl and crumble it with a fork, add the other cheeses, requeijão, heavy cream and the leftover potatoes you removed and mix until it becomes a cream. If you like, you can add some salt and pepper here as well, if needed.', 'Stuff the potatoes with the cheese cream and put them in the airfryer or oven a few more minutes to brown, or just to heat and melt the cheese, you can also do that in the microwave. These are great served sprinkled with crunchy shoestring potatoes.']"
94,94,Chickpeas Fatteh,"['15 oz canned chickpeas', '2 cups pita bread cut into 1-2 inch pieces', 'vegetable oil for frying', '1 cup plain whole milk yogurt', '1 clove garlic', 'salt to taste', '2 Tbsp pine nuts', '2 Tbsp olive oil', 'fresh parsley for garnish']","Breakfast, Lunch, Snack","['Heat oil in a deep pan/pot. Deep fry the pita bread until golden brown and remove and place on a paper towel lined plate.', 'Wash the canned chickpeas and place in a small pot with some water. Warm chickpeas in water over medium-low heat for 5-7 minutes. Set aside.', 'Mash the cloves of garlic with a dash of salt. Add the plain yogurt and mix until combined.', 'In a small skillet, heat the olive oil. Add the nuts and cook for a few minutes until golden brown and toasted. Remove the nuts to stop the cooking along with the oil and set aside.', 'Assemble the fatteh in a large serving plate or in individual bowls. Start with the fried pita on the bottom, followed by the room temperature chickpeas, then the yogurt and lastly drizzle the nuts and oil over the top. Garnish with parsley and serve immediately!']"
95,95,Ostfriesentee,"['black tea', 'rock sugar', 'cream']",Drink,"['Boil water. Steep black tea in a teapot till desired strength.', 'Place one piece of rock sugar in the bottom of a teacup. Pour steeped tea over the top.', ""Using a small teaspoon, spoon cream into tea by tracing the inside of cup with your soon. (Watch the video to see how it's done!) DO NOT STIR!"", 'Enjoy warm without stirring!']"
96,96,Omek Houria,"['4 carrots', '1 Tbsp olive oil', '1 Tbsp white vinegar', 'salt to taste', '1 Tbsp chopped flat-leaf parsley', '1 Tbsp harissa paste', '1 tsp minced fresh cilantro', '1 tsp minced garlic', '1 soft-boiled egg', 'capers for garnish', 'olives for garnish', 'canned tuna in oil preferably, for garnish', 'flatbread or baguette for serving']",Snack,"['Cut and peel the carrots, and boil them till soft.', 'Once boiled, drain the carrots and put them in a bowl, mash with a fork till it becomes a mash (somewhere between chunky and soft).', 'Add harissa, vinegar, olive oil, salt, garlic, and cilantro, and mix thoroughly.', 'Serve and garnish with olives, tuna, egg, capers, and parsley, and a drizzle ofolive oil for the shine. Eat with flatbread or baguette bread!']"
97,97,Guisado de Spam con Plátano Maduros,"['1 can spam', '1/2 onion diced', '1 clove garlic minced', '1/2 sweet bell pepper diced', '1 Tbsp tomato paste', '2 Tbsp oil', '1 sweet plantain (yellow or black)']",Dinner,"['Cut spam into large cubes and set aside.', 'In a saucepan add oil, heat up then add the onion, garlic, and pepper. Cook down until onion is translucent.', 'Add the tomato paste and a little water to loosen it up.', 'Then add the spam and a little more water to make sure spam is in sauce. Lower heat\xa0to continue cooking.', 'Separately, slice up the plantain (cut diagonal slices) and in another pan fry them up until golden on both sides.', 'Add plantains to the stew and adjust seasoning as needed. Let stew for about 10 minutes.', 'Serve over rice.']"
98,98,Avocado Tikkis,"['2 very ripe/overripe avocados', '½ an onion finely chopped (save some for garnish)', 'fresh cilantro finely chopped (save some for garnish)', '1 green chili finely chopped', '1 Tbsp ginger-garlic paste', 'salt to taste', '2 tsp garam masala', '2 tsp red chili powder', '½ cup all purpose flour more if needed', '4 Tbsp cornstarch more if needed']","Lunch, Snack","['Mix all tikki ingredients together and form round, flat shaped patties.', 'Shallow fry/ pan fry them with oil until golden brown all over.', 'Serve as tikki chaat. On a plate, place the tikkis, pour over tamarind and mint chutney, curd and some aloo bhujia and chat masala along with cilantro leaves and fresh chopped onions.']"
99,99,Tinolang Tahong,"['1 lb black or green mussels still in the shell, cleaned and washed if you can’t find fresh mussels you can use frozen mussels', '3 cloves garlic finely chopped', '1 knob fresh ginger thinly sliced, you don’t need to peel', '2 medium tomatoes chopped into medium-size pieces', '1 medium onion (doesn’t matter if it’s white, yellow or red) peeled and chopped into medium-size pieces', '8 oz spinach', '2 Tbsp oil', '1 can regular sprite', '4-5 cups water', 'fish sauce to taste', 'pepper to taste']","Dinner, Lunch","['First sauté garlic until it’s light brown, then add onions, tomatoes, and ginger.', 'Once the onions are translucent and the tomatoes are nice and soft, add in the mussels. Add four to five cups of water and let it simmer for ten minutes.', 'Add in the spinach, some fish sauce, black pepper, and a little over half the can of sprite. Let it simmer for five more minutes.', 'Serve with or without rice on the side.']"
100,100,Citrus Coffee,"['1 cup cold brew (or iced shaken) coffee', '2-3 tsp citrus concentrate use calamansi/dalandan concentrate for Filipino version', 'simple syrup or sweetener of choice, to taste', '1 cup sparkling water optional']",Drink,"['Pour coffee into a glass with ice.', 'Add the citrus concentrate and sweetener (if using).', 'If using, top with sparkling water.', 'Stir and enjoy!']"
101,101,Cafecito,"['Finely ground espresso preferably a Latin brand like La Llave or Bustelo', 'sugar', 'water']",Drink,"['Fill moka pot reservoir to the line with water (if not line then below the screw).', 'Place coffee filter in reservoir and fill with espresso until slightly heaping. The Cuban method is a light pack to make a ""dome"", starting by packing at the edges to the center.', 'Screw the top of moka pot onto the reservoir and place on stove at med-high heat with lid OPEN.', 'In frothing pitcher/measuring cup, place sugar. Ratio is generally 1:1 so 1 heaping Tbsp per 1 serving coffee  (ex: 7 tbsps for 7 serving moka pot), although is also subject to taste as well.', 'When first extraction begins to appear (coffee begins to drip from middle beam), carefully grab moka pot and pour a very small amount into the sugar (about a nickel sized drop) and place moka pot on stove again with the lid now closed.', 'While moka pot brews the remainder of the coffee, stir sugar and coffee in frothing pitcher until it has the consistency of wet sand.', 'When coffee is brewed, pour the coffee into the prepared sugar mixture and stir in pitcher until dissolved. This will create a thin layer of ""espuma"" (foam).', 'In an espresso or demitasse cup, scoop a small bit from the top and put a little bit of espuma at the bottom of each espresso cup for aesthetics.', 'Pour coffee into espresso cups and enjoy!']"
102,102,Polpette Di Crosta Di Parmigiano,"['3 leftover parmigiano crusts', '4 cups broth chicken, veggie, whatever you have on hand!', '2 egg whites', '½ cup breadcrumbs', '¼ cup flour', 'pinch salt', 'fresh herbs (like oregano, thyme or rosemary) dried would work too in a pinch', 'pomodoro tomato sauce', 'fresh basil chopped', 'olive oil', 'bread for serving']",Dinner,"['Wash the outside of the parmigiano crusts carefully.', 'Boil the crusts in 2 cups broth (or hot water), 10 minutes should be enough.', 'In a food processor, blend the crusts while still hot. Add the egg white, breadcrumbs, salt, flour, and herbs. You may need more or less of these ingredients depending on the amount of your blended crust, the important thing is to make a dough with which you can shape the balls.', 'Shape the balls and boil them in remaining broth or hot water (7-10 minutes).', 'Remove balls from liquid and add to a pan with tomato sauce. Cook for another 5 minutes or so.', 'Serve warm with a drizzle of olive oil, basil, and bread on the side!']"
103,103,Yayla Soup,"['½ cup cooked, leftover rice', '2 cups plain yogurt the yogurt used should be like pudding', '1 egg', '2 Tbsp flour', '2 Tbsp butter', '2 tsp dried mint', '1 tsp salt', 'cooked chickpeas optional', 'paprika optional']","Dinner, Lunch","['In a bowl, beat the egg and flour well, and then add yogurt and mix with 1-2 tbsp water lighten up this mixture.', ""Put the yogurt mix in a pot and start cooking on very low. It's important that you start with low heat, otherwise yogurt would curdle. Give yogurt some time to get used to heat. Cook on low heat for approximately 15 minutes and keep stirring."", 'Slowly pour in rice along with water into the soup. Keep stirring. First let it boil on medium and then turn it down and cook for another 10 minutes.', ""Heat butter in a pan. Once it sizzles, add mint flakes and stir for 20-30 seconds (don't let it burn). Then, pour it into soup."", 'Serve with chickpeas for some extra protein and sprinkle on a little paprika to finish!']"
104,104,Borgońa,"['fresh strawberries', '1 Tbsp sugar or to taste', '1 bottle Chilean red wine']",Drink,"['Slice strawberries to yield about a cup.', 'Combine with wine and sugar (more or less depending how sweet you want it).', 'Let chill in fridge for 30 minutes or up to several hours. Enjoy cold!']"
105,105,4 Ingredient Banana Bread,"['1 cup whole egg mayo', '2 cups self-raising flour or for each 1 cup of all-purpose flour, add 1½ tsp baking powder and ¼ tsp fine salt', '1 cup dark brown sugar', '2 overripe bananas']","Breakfast, Dessert, Snack","['Preheat oven to 350℉.', 'Mash bananas with a fork in a large bowl. Add the brown sugar.', 'Add the rest of ingredients and use a hand mixer to combine well.', 'Line a loaf pan with butter before adding batter.', 'Bake for 45-50 mins until a toothpick comes out clean.', 'Once cooled, but still a little warm, slice and slap on some butter. Heaven!']"
106,106,"Pap, Puff Puff, and Beans","['1 cup whole egg mayo', '2 cups self-raising flour or for each 1 cup of all-purpose flour, add 1½ tsp baking powder and ¼ tsp fine salt', '1 cup dark brown sugar', '2 overripe bananas']",Breakfast,[]
